ticker,week_monday,week_friday,asof_target,drop_reason,detail
AAPL,2023-05-29,2023-06-02,2023-06-01,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-05-29,2023-06-02,2023-06-01,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=14.541194 spot=14.540000 splits_preload=0
AAPL,2023-06-05,2023-06-09,2023-06-08,too_few_in_prn_band,kept=4 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-06-05,2023-06-09,2023-06-08,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=15.191247 spot=15.190000 splits_preload=0
AAPL,2023-06-12,2023-06-16,2023-06-15,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-06-12,2023-06-16,2023-06-15,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=16.601364 spot=16.600000 splits_preload=0
PLTR,2023-06-19,2023-06-23,2023-06-22,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=14.051154 spot=14.050000 splits_preload=0
PLTR,2023-06-26,2023-06-30,2023-06-29,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=15.201248 spot=15.200000 splits_preload=0
PLTR,2023-07-03,2023-07-07,2023-07-06,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=15.131243 spot=15.130000 splits_preload=0
AAPL,2023-07-10,2023-07-14,2023-07-13,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-07-10,2023-07-14,2023-07-13,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=16.741375 spot=16.740000 splits_preload=0
AAPL,2023-07-17,2023-07-21,2023-07-20,too_few_in_prn_band,kept=4 need=6 inside=10 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-07-17,2023-07-21,2023-07-20,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=17.131406 spot=17.129999 splits_preload=0
AAPL,2023-07-24,2023-07-28,2023-07-27,too_few_in_prn_band,kept=4 need=6 inside=10 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-07-24,2023-07-28,2023-07-27,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=16.151326 spot=16.150000 splits_preload=0
PLTR,2023-07-31,2023-08-04,2023-08-03,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=18.711536 spot=18.709999 splits_preload=0
PLTR,2023-08-07,2023-08-11,2023-08-10,thin_band_inside,inside=7 raw=7 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=15.411266 spot=15.410000 splits_preload=0
AAPL,2023-08-14,2023-08-18,2023-08-17,too_few_in_prn_band,kept=4 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-08-14,2023-08-18,2023-08-17,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=14.151162 spot=14.150000 splits_preload=0
PLTR,2023-08-21,2023-08-25,2023-08-24,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=14.141162 spot=14.140000 splits_preload=0
MSFT,2023-08-28,2023-09-01,2023-08-31,too_few_in_prn_band,kept=4 need=6 inside=16 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
META,2023-08-28,2023-09-01,2023-08-31,too_few_in_prn_band,kept=5 need=6 inside=14 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-08-28,2023-09-01,2023-08-31,thin_band_inside,inside=7 raw=7 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=14.981230 spot=14.980000 splits_preload=0
MSFT,2023-09-04,2023-09-08,2023-09-07,too_few_in_prn_band,kept=4 need=6 inside=16 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-09-04,2023-09-08,2023-09-07,thin_band_inside,inside=5 raw=5 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=15.211249 spot=15.210000 splits_preload=0
SPY,2023-09-11,2023-09-15,2023-09-14,too_few_in_prn_band,kept=4 need=6 inside=54 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-09-11,2023-09-15,2023-09-14,thin_band_inside,inside=7 raw=7 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=15.831300 spot=15.830000 splits_preload=0
INTC,2023-09-11,2023-09-15,2023-09-14,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-09-18,2023-09-22,2023-09-21,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=14.001150 spot=14.000000 splits_preload=0
PLTR,2023-09-25,2023-09-29,2023-09-28,thin_band_inside,inside=7 raw=7 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=15.771296 spot=15.770000 splits_preload=0
PLTR,2023-10-02,2023-10-06,2023-10-05,thin_band_inside,inside=7 raw=7 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=15.811299 spot=15.810000 splits_preload=0
AAPL,2023-10-09,2023-10-13,2023-10-12,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-10-09,2023-10-13,2023-10-12,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=17.941474 spot=17.940001 splits_preload=0
AAPL,2023-10-16,2023-10-20,2023-10-19,too_few_in_prn_band,kept=4 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-10-16,2023-10-20,2023-10-19,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=17.061401 spot=17.059999 splits_preload=0
PLTR,2023-10-23,2023-10-27,2023-10-26,thin_band_inside,inside=7 raw=7 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=15.291256 spot=15.290000 splits_preload=0
PLTR,2023-10-30,2023-11-03,2023-11-02,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=17.971475 spot=17.969999 splits_preload=0
PLTR,2023-11-06,2023-11-10,2023-11-09,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=18.271501 spot=18.270000 splits_preload=0
AAPL,2023-11-13,2023-11-17,2023-11-16,too_few_in_prn_band,kept=3 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
AAPL,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
GOOGL,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
MSFT,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
META,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
AMZN,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
PLTR,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
NVDA,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
TSLA,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
NFLX,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
QQQ,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
IWM,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
SPY,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
AMD,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
INTC,2023-11-20,2023-11-24,2023-11-23,bad_T_days,0
PLTR,2023-11-13,2023-11-17,2023-11-16,thin_band_inside,inside=9 raw=9 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=19.771624 spot=19.770000 splits_preload=0
AAPL,2023-11-27,2023-12-01,2023-11-30,too_few_in_prn_band,kept=3 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-11-27,2023-12-01,2023-11-30,thin_band_inside,inside=9 raw=9 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=20.051646 spot=20.049999 splits_preload=0
AAPL,2023-12-04,2023-12-08,2023-12-07,too_few_in_prn_band,kept=4 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-12-04,2023-12-08,2023-12-07,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=17.221414 spot=17.219999 splits_preload=0
AAPL,2023-12-11,2023-12-15,2023-12-14,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-12-11,2023-12-15,2023-12-14,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=18.211495 spot=18.209999 splits_preload=0
AAPL,2023-12-18,2023-12-22,2023-12-21,too_few_in_prn_band,kept=3 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-12-18,2023-12-22,2023-12-21,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=17.591445 spot=17.590000 splits_preload=0
AAPL,2023-12-25,2023-12-29,2023-12-28,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
AMZN,2023-12-25,2023-12-29,2023-12-28,too_few_in_prn_band,kept=3 need=6 inside=11 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
PLTR,2023-12-25,2023-12-29,2023-12-28,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=17.561442 spot=17.559999 splits_preload=0
PLTR,2024-01-01,2024-01-05,2024-01-04,thin_band_inside,inside=7 raw=7 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=16.251335 spot=16.250000 splits_preload=0
PLTR,2024-01-08,2024-01-12,2024-01-11,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=16.681370 spot=16.680000 splits_preload=0
AAPL,2024-01-15,2024-01-19,2024-01-18,too_few_in_prn_band,kept=4 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2024-01-15,2024-01-19,2024-01-18,thin_band_inside,inside=7 raw=7 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=16.401347 spot=16.400000 splits_preload=0
INTC,2024-01-15,2024-01-19,2024-01-18,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
AAPL,2024-01-22,2024-01-26,2024-01-25,too_few_in_prn_band,kept=4 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
GOOGL,2024-01-22,2024-01-26,2024-01-25,too_few_in_prn_band,kept=5 need=6 inside=11 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
AMZN,2024-01-22,2024-01-26,2024-01-25,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2024-01-22,2024-01-26,2024-01-25,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=16.461351 spot=16.459999 splits_preload=0
PLTR,2024-01-29,2024-02-02,2024-02-01,thin_band_inside,inside=6 raw=6 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=16.331341 spot=16.330000 splits_preload=0
AAPL,2024-02-05,2024-02-09,2024-02-08,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
MSFT,2024-02-05,2024-02-09,2024-02-08,too_few_in_prn_band,kept=4 need=6 inside=11 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
AMZN,2024-02-05,2024-02-09,2024-02-08,too_few_in_prn_band,kept=3 need=6 inside=11 used_abslogm=0.0800 spot_scale=split_adj moneyness_ref=forward
META,2024-02-12,2024-02-16,2024-02-15,too_few_in_prn_band,kept=5 need=6 inside=11 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
PLTR,2024-02-12,2024-02-16,2024-02-15,thin_band_inside,inside=9 raw=9 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=25.412087 spot=25.410000 splits_preload=0
AAPL,2024-02-19,2024-02-23,2024-02-22,too_few_in_prn_band,kept=4 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2024-02-19,2024-02-23,2024-02-22,thin_band_inside,inside=9 raw=9 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=23.591938 spot=23.590000 splits_preload=0
AAPL,2024-02-26,2024-03-01,2024-02-29,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.0800 spot_scale=split_adj moneyness_ref=forward
META,2024-02-26,2024-03-01,2024-02-29,too_few_in_prn_band,kept=5 need=6 inside=15 used_abslogm=0.0600 spot_scale=split_adj moneyness_ref=forward
AMZN,2024-02-26,2024-03-01,2024-02-29,too_few_in_prn_band,kept=4 need=6 inside=11 used_abslogm=0.0900 spot_scale=split_adj moneyness_ref=forward
AAPL,2024-03-11,2024-03-15,2024-03-14,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
AMZN,2024-03-11,2024-03-15,2024-03-14,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
AMZN,2024-03-18,2024-03-22,2024-03-21,too_few_in_prn_band,kept=4 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
TSLA,2024-03-18,2024-03-22,2024-03-21,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
AAPL,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
GOOGL,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
MSFT,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
META,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
AMZN,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
PLTR,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
NVDA,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
TSLA,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
NFLX,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
QQQ,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
IWM,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
SPY,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
AMD,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
INTC,2024-03-25,2024-03-29,2024-03-28,empty_option_chain,asof=2024-03-28 exp_req=2024-03-29 exp_used=2024-03-29 conv=FRI
PLTR,2024-04-01,2024-04-05,2024-04-04,thin_band_inside,inside=9 raw=9 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=22.481846 spot=22.480000 splits_preload=0
GOOGL,2024-04-08,2024-04-12,2024-04-11,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
AMZN,2024-04-08,2024-04-12,2024-04-11,too_few_in_prn_band,kept=4 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
TSLA,2024-04-08,2024-04-12,2024-04-11,too_few_in_prn_band,kept=5 need=6 inside=11 used_abslogm=0.0800 spot_scale=split_adj moneyness_ref=forward
PLTR,2024-04-08,2024-04-12,2024-04-11,thin_band_inside,inside=9 raw=9 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=22.841876 spot=22.840000 splits_preload=0
INTC,2024-04-08,2024-04-12,2024-04-11,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.0900 spot_scale=split_adj moneyness_ref=forward
AMZN,2024-04-15,2024-04-19,2024-04-18,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2024-04-15,2024-04-19,2024-04-18,thin_band_inside,inside=9 raw=9 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=21.131735 spot=21.129999 splits_preload=0
PLTR,2024-04-29,2024-05-03,2024-05-02,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=22.551851 spot=22.549999 splits_preload=0
INTC,2024-04-29,2024-05-03,2024-05-02,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.1000 spot_scale=split_adj moneyness_ref=forward
AAPL,2024-05-06,2024-05-10,2024-05-09,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
AMZN,2024-05-06,2024-05-10,2024-05-09,too_few_in_prn_band,kept=4 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
TSLA,2024-05-06,2024-05-10,2024-05-09,too_few_in_prn_band,kept=5 need=6 inside=11 used_abslogm=0.0800 spot_scale=split_adj moneyness_ref=forward
AAPL,2024-05-13,2024-05-17,2024-05-16,too_few_in_prn_band,kept=3 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
AMZN,2024-05-13,2024-05-17,2024-05-16,too_few_in_prn_band,kept=4 need=6 inside=10 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
AMD,2024-05-13,2024-05-17,2024-05-16,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.0800 spot_scale=split_adj moneyness_ref=forward
AAPL,2024-05-20,2024-05-24,2024-05-23,too_few_in_prn_band,kept=4 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2024-05-20,2024-05-24,2024-05-23,thin_band_inside,inside=7 raw=7 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=20.721701 spot=20.719999 splits_preload=0
AAPL,2024-05-27,2024-05-31,2024-05-30,too_few_in_prn_band,kept=4 need=6 inside=11 used_abslogm=0.0700 spot_scale=split_adj moneyness_ref=forward
PLTR,2024-05-27,2024-05-31,2024-05-30,thin_band_inside,inside=8 raw=8 spot_scale=split_adj used_abslogm=0.1100 moneyness_ref=forward spot_ref=21.731784 spot=21.730000 splits_preload=0
INTC,2024-05-27,2024-05-31,2024-05-30,too_few_in_prn_band,kept=5 need=6 inside=10 used_abslogm=0.1100 spot_scale=split_adj moneyness_ref=forward
